Player Id	Season	Fee	Market Value	Team A	Team B	ID Team A	ID Team B
140205	16/17	Loan	€500Th.	Club Brugge	Sydney FC	2282	8054
140205	15/16	€140Th.	€750Th.	SH SIPG	Club Brugge	27190	2282
140205	14/15	End of loan	€750Th.	Sydney FC	SH SIPG	8054	27190
140205	14/15	Loan	€500Th.	SH SIPG	Sydney FC	27190	8054
140205	13/14	End of loan	€500Th.	Central Coast	SH East Asia	6954	27190
140205	13/14	Loan	€400Th.	SH East Asia	Central Coast	27190	6954
140205	13/14	€450Th.	€500Th.	Central Coast	SH East Asia	6954	27190
140205	11/12	-	-	C. Coast U21	Central Coast	26206	6954
140205	10/11	End of loan	-	Blacktown City	C. Coast U21	11375	26206
140205	09/10	Loan	-	C. Coast U21	Blacktown City	26206	11375
180590	19/20	Free transfer	€500Th.	Jeonbuk Motors	Seongnam FC	6502	3610
180590	17/18	?	€200Th.	Gwangju FC	Jeonbuk Motors	30925	6502
180590	17/18	End of loan	€100Th.	Asan Mugunghwa	Gwangju FC	76180	30925
180590	16/17	Loan	€100Th.	Gwangju FC	Asan Mugunghwa	30925	76180
180590	16/17	End of loan	€100Th.	Ansan Mugunghwa	Gwangju FC	34998	30925
180590	15/16	Loan	€100Th.	Gwangju FC	Ansan Mugunghwa	30925	34998
180590	10/11	draft	-	Suwon Uni	Gwangju FC	65980	30925
180590	06/07	-	-	Yeouido HS	Suwon Uni	78321	65980
643931	19/20	Free transfer	€50Th.	Jeonbuk Motors	Unknown	6502	75
643931	18/19	-	-	Jeonbuk Youth	Jeonbuk Motors	40870	6502
503487	19/20	Free transfer	€75Th.	Jeonbuk Motors	Unknown	6502	75
503487	17/18	-	€50Th.	Jeonbuk Youth	Jeonbuk Motors	40870	6502
225342	21/22	End of loan	€800Th.	Sangju Sangmu	Jeonbuk Motors	6505	6502
225342	19/20	Loan	€1.00m	Jeonbuk Motors	Sangju Sangmu	6502	6505
225342	18/19	Free transfer	€450Th.	Incheon Utd.	Jeonbuk Motors	2996	6502
225342	16/17	-	€250Th.	Without Club	Incheon Utd.	515	2996
225342	16/17	-	€250Th.	Djurgarden	Without Club	1044	515
225342	15/16	?	€200Th.	Östersund	Djurgarden	9614	1044
225342	15/16	End of loan	€200Th.	Djurgarden	Östersund	1044	9614
225342	15/16	Loan	€150Th.	Östersund	Djurgarden	9614	1044
225342	11/12	Free transfer	-	Nike Academy	Östersund	46863	9614
486598	20/21	End of loan	€350Th.	FC Seoul	Jeonbuk Motors	6500	6502
486598	19/20	Loan	€450Th.	Jeonbuk Motors	FC Seoul	6502	6500
486598	18/19	€465Th.	€250Th.	Ulsan Hyundai	Jeonbuk Motors	3535	6502
486598	16/17	Free transfer	-	Yonsei Univ.	Ulsan Hyundai	27039	3535
486598	14/15	-	-	Eonnam High	Yonsei Univ.	42166	27039
184582	20/21	End of loan	€450Th.	Pohang Steelers	Jeonbuk Motors	311	6502
184582	19/20	Loan	€650Th.	Jeonbuk Motors	Pohang Steelers	6502	311
184582	18/19	?	€300Th.	Gyeongnam FC	Jeonbuk Motors	16696	6502
184582	16/17	End of loan	€150Th.	Ansan Mugunghwa	Gyeongnam FC	34998	16696
184582	14/15	Loan	€150Th.	Gyeongnam FC	Ansan Police FC	16696	34998
184582	10/11	Free transfer	-	Konkuk Uni	Gyeongnam FC	26242	16696
557242	19/20	?	€50Th.	Jeonbuk Motors	Unknown	6502	75
557242	17/18	Free transfer	-	Jeonju Uni	Jeonbuk Motors	27249	6502
147841	19/20	-	€600Th.	Without Club	FC Seoul	515	6500
147841	19/20	-	€900Th.	Jeonbuk Motors	Without Club	6502	515
147841	17/18	Free transfer	€900Th.	SJZ Ever Bright	Jeonbuk Motors	35272	6502
147841	16/17	€3.75m	€900Th.	FC Seoul	SJZ Ever Bright	6500	35272
147841	15/16	Free transfer	-	Daejeon Citizen	FC Seoul	6499	6500
147841	13/14	Free transfer	-	DL Shide	Daejeon Citizen	3178	6499
147841	13/14	End of loan	-	Atlético-GO	DL Shide	15172	3178
147841	13/14	Loan	€500Th.	DL Shide	Atlético-GO	3178	15172
147841	13/14	End of loan	€500Th.	EC Bahia	DL Shide	10010	3178
147841	12/13	Loan	€500Th.	DL Shide	EC Bahia	3178	10010
147841	11/12	€2.10m	€750Th.	Fluminense	DL Shide	2462	3178
147841	10/11	End of loan	€750Th.	Palmeiras	Fluminense	1023	2462
147841	10/11	Loan	-	Fluminense	Palmeiras	2462	1023
147841	10/11	End of loan	-	EC Bahia	Fluminense	10010	2462
147841	09/10	Loan	-	Fluminense	EC Bahia	2462	10010
147841	09/10	?	-	América-RJ	Fluminense	9138	2462
147841	08/09	-	-	Without Club	América-RJ	515	9138
147841	08/09	-	-	EC Bahia	Without Club	10010	515
147841	06/07	-	-	EC Bahia B	EC Bahia	17817	10010
90802	19/20	-	€1.00m	Jeonbuk Motors	Without Club	6502	515
90802	16/17	End of loan	€1.25m	Ansan Mugunghwa	Jeonbuk Motors	34998	6502
90802	14/15	Loan	€1.25m	Jeonbuk Motors	Ansan Police FC	6502	34998
90802	14/15	?	€1.25m	Al-Jazira	Jeonbuk Motors	2524	6502
90802	12/13	?	€1.25m	Pohang Steelers	Al-Jazira	311	2524
90802	07/08	Free transfer	-	Hongik Uni	Pohang Steelers	26866	311
90802	04/05	-	-	HighSchool Team	Hongik Uni	24067	26866
250686	19/20	€1.00m	€1.50m	AZ Alkmaar	Ulsan Hyundai	1090	3535
250686	19/20	End of loan	€1.50m	Rosenborg BK	AZ Alkmaar	195	1090
250686	19/20	Loan	€2.00m	AZ Alkmaar	Rosenborg BK	1090	195
250686	18/19	€2.30m	€3.50m	ADO Den Haag	AZ Alkmaar	1268	1090
250686	17/18	Free transfer	€500Th.	Heart of Midl.	ADO Den Haag	43	1268
250686	16/17	Free transfer	€450Th.	Litex Lovetch	Heart of Midl.	271	43
250686	14/15	Free transfer	-	Atlético CP	Litex Lovetch	5227	271
250686	14/15	Free transfer	-	Louletano	Atlético CP	3352	5227
250686	13/14	-	-	Without Club	Louletano	515	3352
250686	12/13	-	-	Atl. Baleares 	Without Club	18687	515
250686	12/13	Free transfer	-	Antequera	Atl. Baleares 	16022	18687
250686	11/12	Free transfer	-	Tönsberg	Antequera	1259	16022
250686	10/11	Free transfer	-	Valerenga U19	Tönsberg	15700	1259
677469	19/20	Free transfer	-	Shingal HS	Ulsan Hyundai	42173	3535
163990	19/20	Free transfer	€850Th.	Jeju Utd.	Ulsan Hyundai	19684	3535
163990	19/20	End of loan	€850Th.	Sangju Sangmu	Jeju Utd.	6505	19684
163990	17/18	Loan	€700Th.	Jeju Utd.	Sangju Sangmu	19684	6505
163990	17/18	Free transfer	€700Th.	YB Funde	Jeju Utd.	8539	19684
163990	17/18	End of loan	€700Th.	Jeju Utd.	YB Funde	19684	8539
163990	17/18	Loan	€700Th.	YB Funde	Jeju Utd.	8539	19684
163990	15/16	€2.00m	€675Th.	Jeju Utd.	YB Funde	19684	8539
163990	12/13	?	€1.70m	Seongnam FC	Jeju Utd.	3610	19684
163990	11/12	€1.50m	€1.60m	Gyeongnam FC	Seongnam Ilhwa	16696	3610
163990	09/10	Free transfer	-	Chung-Ang Uni	Gyeongnam FC	39277	16696
163990	08/09	-	-	BooGyeong HS	Chung-Ang Uni	70962	39277
715720	19/20	Free transfer	-	Ulsan Uni	Ulsan Hyundai	39290	3535
715720	17/18	-	-	Ulsan Yth.	Ulsan Uni	20262	39290
402147	19/20	Free transfer	-	Ulsan Uni	Ulsan Hyundai	39290	3535
715958	19/20	Loan	-	Ulsan Hyundai	Chungnam Asan	3535	78388
715958	19/20	Free transfer	-	Chung-Ang Uni	Ulsan Hyundai	39277	3535
260171	19/20	Free transfer	€1.65m	Daegu FC	Ulsan Hyundai	6504	3535
260171	12/13	Free transfer	-	Sun Moon Uni.	Daegu FC	51708	6504
379438	19/20	Free transfer	€1.00m	Kashima Antlers	Ulsan Hyundai	2241	3535
379438	18/19	?	€450Th.	Sagan Tosu	Kashima Antlers	22177	2241
379438	17/18	?	-	Ulsan Hyundai	Sagan Tosu	3535	22177
379438	14/15	Free transfer	-	Yonsei Univ.	Ulsan Hyundai	27039	3535
379438	12/13	-	-	Ulsan Yth.	Yonsei Univ.	20262	27039
630167	19/20	Free transfer	€25Th.	Yonsei Univ.	Ulsan Hyundai	27039	3535
630169	19/20	Loan	-	Ulsan Hyundai	Chungnam Asan	3535	78388
630169	19/20	Free transfer	-	Dongguk Uni	Ulsan Hyundai	24043	3535
676363	19/20	Free transfer	-	Ulsan Uni	Ulsan Hyundai	39290	3535
721726	19/20	Free transfer	-	Dankook Univ	Ulsan Hyundai	27107	3535
180579	19/20	Free transfer	€900Th.	Sounders FC		Ulsan Hyundai	9636	3535
180579	17/18	Free transfer	€600Th.	SH Shenhua	Sounders FC		3183	9636
180579	15/16	€5.40m	€750Th.	Jeonbuk Motors	SH Shenhua	6502	3183
180579	13/14	?	€150Th.	Daegu FC	Jeonbuk Motors	6504	6502
180579	12/13	End of loan	€150Th.	Al Sailiya	Daegu FC	4630	6504
180579	12/13	Loan	€100Th.	Daegu FC	Al Sailiya	6504	4630
180579	10/11	Free transfer	-	Hongik Uni	Daegu FC	26866	6504
180579	07/08	-	-	BuGyeong HS (B)	Hongik Uni	71022	26866
639414	19/20	Free transfer	-	Ulsan Uni	Ulsan Hyundai	39290	3535
676396	19/20	Free transfer	-	SungkyunkwanUni	Ulsan Hyundai	9156	3535
676396	16/17	-	-	Ulsan Yth.	SungkyunkwanUni	20262	9156
137669	19/20	?	€750Th.	Perth Glory	Ulsan Hyundai	970	3535
137669	18/19	?	€400Th.	HNK Rijeka	Perth Glory	144	970
137669	17/18	End of loan	€400Th.	NK Olimpija	HNK Rijeka	4772	144
137669	17/18	Loan	€400Th.	HNK Rijeka	NK Olimpija	144	4772
137669	17/18	?	€500Th.	Huddersfield	HNK Rijeka	1110	144
137669	16/17	End of loan	€500Th.	FC Groningen	Huddersfield	202	1110
137669	16/17	Loan	€500Th.	Huddersfield	FC Groningen	1110	202
137669	15/16	Free transfer	€500Th.	West Brom	Huddersfield	984	1110
137669	14/15	?	€400Th.	Heracles Almelo	West Brom	1304	984
137669	11/12	-	€300Th.	Without Club	Heracles Almelo	515	1304
137669	11/12	-	€300Th.	Paços Ferreira	Without Club	2995	515
137669	10/11	End of loan	€300Th.	Covilhã	Paços Ferreira	10140	2995
137669	10/11	Loan	€100Th.	Paços Ferreira	Covilhã	2995	10140
137669	09/10	-	-	Paços F. U19	Paços Ferreira	15565	2995
137669	09/10	?	-	Hume City FC	Paços F. U19	15511	15565
81801	19/20	?	€600Th.	VfL Bochum	Ulsan Hyundai	80	3535
81801	18/19	-	€1.50m	Without Club	VfL Bochum	515	80
81801	18/19	-	€1.50m	Crystal Palace	Without Club	873	515
81801	14/15	?	€3.00m	Bolton	Crystal Palace	355	873
81801	09/10	€2.50m	€2.00m	FC Seoul	Bolton	6500	355
81801	03/04	Free transfer	-	HighSchool Team	FC Seoul	24067	6500
